"","CommonName","Year","TotalReportedCatch","TotalTACC","ExportCountry","TotalExportWeight","TotalTotalPrice","TotalAvgUnitPrice"
"1382","Jack Mackerel","2022",36094884,51327214,"Thailand",256067,879757,3.44
"1383","Jack Mackerel","2022",36094884,51327214,"Togo",1644766,3473992,2.11
"1384","Jack Mackerel","2022",36094884,51327214,"Ukraine",56340,154503,2.74
"1385","Jack Mackerel","2022",36094884,51327214,"United Arab Emirates",81000,180307,2.23
"1386","Jack Mackerel","2022",36094884,51327214,"United States",164700,453391,2.75
"1387","Jack Mackerel","2022",36094884,51327214,"Vietnam",621756,2133396,3.43510798448266
"1388","John Dory","2018",660591,1205400,"Australia",287223,3429734,11.9381161675771
"1389","John Dory","2018",660591,1205400,"Canada",2618,50288,19.2049961802903
"1390","John Dory","2018",660591,1205400,"China",3759,14136,3.76099228518223
"1391","John Dory","2018",660591,1205400,"Cook Islands",75,1046,13.95
"1392","John Dory","2018",660591,1205400,"Croatia",747,11157,14.94
"1393","John Dory","2018",660591,1205400,"Germany",774,11628,15.02
"1394","John Dory","2018",660591,1205400,"Greece",17,256,15.06
"1395","John Dory","2018",660591,1205400,"Hong Kong",2284,39654,17.3579859894921
"1396","John Dory","2018",660591,1205400,"Italy",1012,14939,14.76
"1397","John Dory","2018",660591,1205400,"Malaysia",122,1500,12.3
"1398","John Dory","2018",660591,1205400,"Papua New Guinea",155,2530,16.3193548387097
"1399","John Dory","2018",660591,1205400,"Singapore",2590,43176,16.6685135135135
"1400","John Dory","2018",660591,1205400,"Solomon Islands",710,4552,6.41
"1401","John Dory","2018",660591,1205400,"Switzerland",6462,168923,26.1404549675023
"1402","John Dory","2018",660591,1205400,"United Arab Emirates",35,414,11.83
"1403","John Dory","2018",660591,1205400,"United States",58818,926890,15.7551679757897
"1404","John Dory","2018",660591,1205400,"Vietnam",40,926,23.15
"1405","John Dory","2019",611590,874400,"Australia",233300,2874658,12.3199419202743
"1406","John Dory","2019",611590,874400,"Canada",2058,37918,18.428221574344
"1407","John Dory","2019",611590,874400,"China",6208,123483,19.8920038659794
"1408","John Dory","2019",611590,874400,"Cook Islands",35,458,13.09
"1409","John Dory","2019",611590,874400,"Croatia",783,12171,15.54
"1410","John Dory","2019",611590,874400,"Fiji",150,2408,16.05
"1411","John Dory","2019",611590,874400,"French Polynesia",24,439,18.29
"1412","John Dory","2019",611590,874400,"Germany",881,13949,15.8322020431328
"1413","John Dory","2019",611590,874400,"Greece",48,709,14.77
"1414","John Dory","2019",611590,874400,"Hong Kong",3103,60468,19.4863486948115
"1415","John Dory","2019",611590,874400,"Italy",426,6419,15.07
"1416","John Dory","2019",611590,874400,"Japan",25,477,19.08
"1417","John Dory","2019",611590,874400,"Malaysia",73,1027,14.07
"1418","John Dory","2019",611590,874400,"Papua New Guinea",300,5647,18.82
"1419","John Dory","2019",611590,874400,"Singapore",1993,39751,19.9488208730557
"1420","John Dory","2019",611590,874400,"Switzerland",7025,180297,25.6610320284698
"1421","John Dory","2019",611590,874400,"United Arab Emirates",903,15596,17.27
"1422","John Dory","2019",611590,874400,"United States",54869,920745,16.7798510998925
"1423","John Dory","2019",611590,874400,"Vanuatu",2,127,63.5
"1424","John Dory","2019",611590,874400,"Vietnam",1633,9623,5.8926638089406
"1425","John Dory","2020",557566,895400,"Australia",235100,2884014,12.264885580604
"1426","John Dory","2020",557566,895400,"Canada",793,12058,15.208474148802
"1427","John Dory","2020",557566,895400,"China",15764,53966,3.42495559502664
"1428","John Dory","2020",557566,895400,"French Polynesia",49,1516,30.9371428571429
"1429","John Dory","2020",557566,895400,"Germany",473,7004,14.81
"1430","John Dory","2020",557566,895400,"Hong Kong",2391,59205,24.7637557507319
"1431","John Dory","2020",557566,895400,"Italy",30,446,14.87
"1432","John Dory","2020",557566,895400,"Japan",189,3004,15.89
"1433","John Dory","2020",557566,895400,"Malaysia",45,539,11.98
"1434","John Dory","2020",557566,895400,"New Caledonia",68,2219,32.6352941176471
"1435","John Dory","2020",557566,895400,"Papua New Guinea",2330,30524,13.1
"1436","John Dory","2020",557566,895400,"Singapore",1069,25312,23.6764733395697
"1437","John Dory","2020",557566,895400,"Switzerland",5911,154025,26.0617814244629
"1438","John Dory","2020",557566,895400,"Thailand",16,261,16.31
"1439","John Dory","2020",557566,895400,"United Arab Emirates",473,9112,19.26
"1440","John Dory","2020",557566,895400,"United States",27900,511928,18.3523652329749
"1441","John Dory","2020",557566,895400,"Vietnam",2984,12828,4.3
"1442","John Dory","2021",578753,895400,"Australia",252701,3047143,12.0623961915465
"1443","John Dory","2021",578753,895400,"Canada",874,13692,15.6639244851259
"1444","John Dory","2021",578753,895400,"French Polynesia",209,3911,18.7107655502392
"1445","John Dory","2021",578753,895400,"Hong Kong",2730,61517,22.5311684981685
"1446","John Dory","2021",578753,895400,"Italy",20,315,15.75
"1447","John Dory","2021",578753,895400,"Malaysia",30,676,22.53
"1448","John Dory","2021",578753,895400,"Micronesia",0,0,NA
"1449","John Dory","2021",578753,895400,"Papua New Guinea",350,6358,18.17
"1450","John Dory","2021",578753,895400,"Singapore",1112,24916,22.4042535971223
"1451","John Dory","2021",578753,895400,"Switzerland",7055,188675,26.7419730687456
"1452","John Dory","2021",578753,895400,"Thailand",0,0,NA
"1453","John Dory","2021",578753,895400,"Ukraine",186,6996,37.61
"1454","John Dory","2021",578753,895400,"United States",41559,703073,16.9132991650425
"1455","John Dory","2021",578753,895400,"Vietnam",150,3073,20.49
"1456","John Dory","2022",549533,895400,"Australia",233189,3289286,14.1042122484337
"1457","John Dory","2022",549533,895400,"Canada",900,15187,16.87
"1458","John Dory","2022",549533,895400,"Croatia",11,231,21
"1459","John Dory","2022",549533,895400,"French Polynesia",148,3090,20.8768918918919
"1460","John Dory","2022",549533,895400,"Hong Kong",2610,56921,21.8132567049808
"1461","John Dory","2022",549533,895400,"Italy",123,2418,19.66
"1462","John Dory","2022",549533,895400,"Micronesia",75,1876,25.01
"1463","John Dory","2022",549533,895400,"Singapore",1458,26859,18.4205898491084
"1464","John Dory","2022",549533,895400,"Switzerland",4651,119427,25.6770457966029
"1465","John Dory","2022",549533,895400,"Thailand",407,7581,18.6226044226044
"1466","John Dory","2022",549533,895400,"United States",49386,862834,17.472132993156
"1467","Kahawai","2018",2138122,2728000,"Australia",304004,459610,1.51053061801818
"1468","Kahawai","2018",2138122,2728000,"Congo (Republic)",54000,82518,1.53
"1469","Kahawai","2018",2138122,2728000,"Equatorial Guinea",27000,45997,1.7
"1470","Kahawai","2018",2138122,2728000,"France",54000,86829,1.61
"1471","Kahawai","2018",2138122,2728000,"Guinea",216000,348901,1.62
"1472","Kahawai","2018",2138122,2728000,"Ivory Coast",525400,862576,1.64
"1473","Kahawai","2018",2138122,2728000,"Namibia",54000,96518,1.79
"1474","Kahawai","2018",2138122,2728000,"Nigeria",51985,91712,1.76
"1475","Kahawai","2018",2138122,2728000,"Papua New Guinea",2740,6135,2.24
"1476","Kahawai","2018",2138122,2728000,"Romania",14300,24150,1.69
"1477","Kahawai","2018",2138122,2728000,"Russia",60,173,2.88
"1478","Kahawai","2018",2138122,2728000,"South Africa",69000,132700,1.92
"1479","Kahawai","2019",2042153,2728000,"Australia",116920,192080,1.64
"1480","Kahawai","2019",2042153,2728000,"Belarus",30000,54451,1.82
"1481","Kahawai","2019",2042153,2728000,"Congo (Republic)",108000,169936,1.57
"1482","Kahawai","2019",2042153,2728000,"Equatorial Guinea",108000,169306,1.57
"1483","Kahawai","2019",2042153,2728000,"Gabon",54000,91246,1.69
"1484","Kahawai","2019",2042153,2728000,"Guinea",101000,158126,1.57
"1485","Kahawai","2019",2042153,2728000,"Ivory Coast",296140,472899,1.6
"1486","Kahawai","2019",2042153,2728000,"Papua New Guinea",9290,21772,2.34
"1487","Kahawai","2019",2042153,2728000,"Romania",24320,48397,1.99
"1488","Kahawai","2019",2042153,2728000,"Russia",241000,445840,1.85
"1489","Kahawai","2019",2042153,2728000,"Togo",28000,43041,1.54
"1490","Kahawai","2019",2042153,2728000,"Ukraine",30000,56491,1.88
"1491","Kahawai","2019",2042153,2728000,"United Arab Emirates",27000,41750,1.55
"1492","Kahawai","2020",1637031,2728000,"Australia",66313,98066,1.48
"1493","Kahawai","2020",1637031,2728000,"Belarus",12500,23570,1.89
"1494","Kahawai","2020",1637031,2728000,"Equatorial Guinea",83754,124730,1.49
"1495","Kahawai","2020",1637031,2728000,"Guinea",165454,245948,1.49
"1496","Kahawai","2020",1637031,2728000,"Ivory Coast",223344,335388,1.5
"1497","Kahawai","2020",1637031,2728000,"Papua New Guinea",1250,2961,2.37
"1498","Kahawai","2020",1637031,2728000,"Russia",111175,212718,1.91
"1499","Kahawai","2020",1637031,2728000,"United Arab Emirates",83754,129954,1.55
"1500","Kahawai","2021",2188555,2728000,"Australia",95447,146667,1.54
"1501","Kahawai","2021",2188555,2728000,"Equatorial Guinea",55836,78184,1.4
"1502","Kahawai","2021",2188555,2728000,"Guinea",251962,347724,1.38
"1503","Kahawai","2021",2188555,2728000,"Ivory Coast",847350,1170776,1.38
"1504","Kahawai","2021",2188555,2728000,"Papua New Guinea",1250,3427,2.74
"1505","Kahawai","2021",2188555,2728000,"Russia",185000,305513,1.65
"1506","Kahawai","2021",2188555,2728000,"Ukraine",48000,72247,1.51
"1507","Kahawai","2021",2188555,2728000,"United Arab Emirates",27918,37799,1.35
"1508","Kahawai","2021",2188555,2728000,"United Kingdom",25167,35295,1.4
"1509","Kahawai","2022",2118499,2728000,"Australia",265566,409309,1.53896040908851
"1510","Kahawai","2022",2118499,2728000,"Belarus",270000,517222,1.92
"1511","Kahawai","2022",2118499,2728000,"Equatorial Guinea",82836,129297,1.56
"1512","Kahawai","2022",2118499,2728000,"Guinea",324764,519836,1.6
"1513","Kahawai","2022",2118499,2728000,"Ivory Coast",358434,514028,1.43
"1514","Kahawai","2022",2118499,2728000,"Russia",108000,165284,1.53
"1515","Kahawai","2022",2118499,2728000,"United Arab Emirates",55836,81095,1.45
"1516","Kingfish","2018",255280,217000,"Australia",12531,124556,9.93929853962174
"1517","Kingfish","2018",255280,217000,"Canada",3071,55957,18.2166558124389
"1518","Kingfish","2018",255280,217000,"Germany",1162,14528,12.5
"1519","Kingfish","2018",255280,217000,"Hong Kong",167,2495,14.9403592814371
"1520","Kingfish","2018",255280,217000,"Italy",955,11459,12
"1521","Kingfish","2018",255280,217000,"Palau",7,388,55.43
"1522","Kingfish","2018",255280,217000,"Singapore",1232,15540,12.6178977272727
"1523","Kingfish","2018",255280,217000,"Switzerland",547,6974,12.7505301645338
"1524","Kingfish","2018",255280,217000,"United States",3785,52828,13.9541955085865
"1525","Kingfish","2018",255280,217000,"Vietnam",697,2572,3.69
"1526","Kingfish","2019",316549,222000,"Australia",16643,163170,9.80675779607042
"1527","Kingfish","2019",316549,222000,"Bulgaria",5176,17632,3.41
"1528","Kingfish","2019",316549,222000,"Canada",3001,56563,18.8432522492503
"1529","Kingfish","2019",316549,222000,"Dominican Republic",2257,5978,2.65
"1530","Kingfish","2019",316549,222000,"Fiji",2,123,61.5
"1531","Kingfish","2019",316549,222000,"Georgia",18993,45185,2.38
"1532","Kingfish","2019",316549,222000,"Germany",1322,16574,12.54
"1533","Kingfish","2019",316549,222000,"Hong Kong",177,3650,20.6218644067797
"1534","Kingfish","2019",316549,222000,"Italy",38,450,11.84
"1535","Kingfish","2019",316549,222000,"Singapore",1264,16981,13.43
"1536","Kingfish","2019",316549,222000,"Solomon Islands",1,77,77
"1537","Kingfish","2019",316549,222000,"Switzerland",660,8144,12.34
"1538","Kingfish","2019",316549,222000,"Tonga",2,17,8.5
"1539","Kingfish","2019",316549,222000,"Ukraine",9407,27041,2.87
"1540","Kingfish","2019",316549,222000,"United States",2701,42182,15.616308774528
"1541","Kingfish","2019",316549,222000,"Vanuatu",5,286,57.2
"1542","Kingfish","2019",316549,222000,"Vietnam",5136,16710,3.25
"1543","Kingfish","2020",309274,222000,"Australia",10377,103800,10.0006919148116
"1544","Kingfish","2020",309274,222000,"Canada",1512,24536,16.23
"1545","Kingfish","2020",309274,222000,"Georgia",10598,34191,3.23
"1546","Kingfish","2020",309274,222000,"Germany",358,4492,12.55
"1547","Kingfish","2020",309274,222000,"Hong Kong",319,9090,28.4972727272727
"1548","Kingfish","2020",309274,222000,"Singapore",416,5599,13.46
"1549","Kingfish","2020",309274,222000,"Switzerland",752,9827,13.071329787234
"1550","Kingfish","2020",309274,222000,"United States",1075,16272,15.14
"1551","Kingfish","2020",309274,222000,"Vietnam",2652,5060,1.91
"1552","Kingfish","2021",279279,297000,"Australia",12470,113025,9.06427185244587
"1553","Kingfish","2021",279279,297000,"Canada",1550,26774,17.2732
"1554","Kingfish","2021",279279,297000,"Cook Islands",0,0,NA
"1555","Kingfish","2021",279279,297000,"Cyprus",0,0,NA
"1556","Kingfish","2021",279279,297000,"Dominican Republic",14911,44865,3.01
"1557","Kingfish","2021",279279,297000,"Fiji",10,333,33.3
"1558","Kingfish","2021",279279,297000,"Hong Kong",316,9494,30.044082278481
"1559","Kingfish","2021",279279,297000,"Italy",0,0,NA
"1560","Kingfish","2021",279279,297000,"Singapore",69,912,13.22
"1561","Kingfish","2021",279279,297000,"Switzerland",859,10934,12.73
"1562","Kingfish","2021",279279,297000,"Ukraine",1801,4885,2.71
"1563","Kingfish","2021",279279,297000,"United States",6077,102907,16.9362300477209
"1564","Kingfish","2022",222321,297000,"Australia",8307,89449,10.7649729144095
"1565","Kingfish","2022",222321,297000,"Canada",4339,81023,18.6739732657294
"1566","Kingfish","2022",222321,297000,"Cook Islands",775,3335,4.3
"1567","Kingfish","2022",222321,297000,"Cyprus",597,8532,14.29
"1568","Kingfish","2022",222321,297000,"Dominican Republic",17716,71637,4.04
"1569","Kingfish","2022",222321,297000,"Hong Kong",90,2300,25.56
"1570","Kingfish","2022",222321,297000,"Italy",100,1396,13.96
"1571","Kingfish","2022",222321,297000,"Japan",21,1,0.05
"1572","Kingfish","2022",222321,297000,"Singapore",214,3301,15.425046728972
"1573","Kingfish","2022",222321,297000,"Switzerland",597,8528,14.28
"1574","Kingfish","2022",222321,297000,"Ukraine",3951,14283,3.62
"1575","Kingfish","2022",222321,297000,"United States",8735,138450,15.8451917572982
"1576","Leatherjacket","2018",293609,1461000,"Australia",426,2086,4.90117370892019
"1577","Leatherjacket","2018",293609,1461000,"China",149720,443924,2.96588966069997
"1578","Leatherjacket","2018",293609,1461000,"Japan",4480,16822,3.75
"1579","Leatherjacket","2018",293609,1461000,"South Korea",6490,18667,2.88
"1580","Leatherjacket","2019",320462,1461000,"Australia",1197,6836,5.70729323308271
"1581","Leatherjacket","2019",320462,1461000,"China",139817,446049,3.1934824091491
"1582","Leatherjacket","2019",320462,1461000,"South Korea",18290,66388,3.63
"1583","Leatherjacket","2020",268832,1461000,"Australia",10,69,6.9
"1584","Leatherjacket","2020",268832,1461000,"China",52171,178367,3.41909911636733
"1585","Leatherjacket","2020",268832,1461000,"Malaysia",42870,188516,4.4
"1586","Leatherjacket","2020",268832,1461000,"Singapore",80,1833,22.91
"1587","Leatherjacket","2020",268832,1461000,"South Korea",2000,7674,3.84
"1588","Leatherjacket","2021",252399,1471000,"Australia",22,169,7.68
"1589","Leatherjacket","2021",252399,1471000,"China",122765,294294,2.39681464586812
"1590","Leatherjacket","2021",252399,1471000,"South Korea",8000,21360,2.67
"1591","Leatherjacket","2022",251377,1471000,"Australia",20,21,1.05
"1592","Leatherjacket","2022",251377,1471000,"China",146360,453774,3.0981552336704
"1593","Leatherjacket","2022",251377,1471000,"South Korea",8500,29410,3.46
"1594","Ling","2018",18694281,23192000,"Australia",1688378,15417840,9.13156719644534
"1595","Ling","2018",18694281,23192000,"Brazil",431102,5379542,12.48
"1596","Ling","2018",18694281,23192000,"Bulgaria",1221,5477,4.48338247338247
"1597","Ling","2018",18694281,23192000,"Canada",49065,584872,11.9157668399062
"1598","Ling","2018",18694281,23192000,"China",316593,2255301,7.12136411733677
"1599","Ling","2018",18694281,23192000,"Hong Kong",798816,9236453,11.5656655475103
"1600","Ling","2018",18694281,23192000,"India",1000,13253,13.25
"1601","Ling","2018",18694281,23192000,"Japan",99872,949797,9.5072412688241
"1602","Ling","2018",18694281,23192000,"Lebanon",100,1090,10.9
"1603","Ling","2018",18694281,23192000,"Malaysia",32743,640179,19.5552295147054
"1604","Ling","2018",18694281,23192000,"Myanmar",12530,47934,3.83
"1605","Ling","2018",18694281,23192000,"Namibia",32472,274771,8.46
"1606","Ling","2018",18694281,23192000,"Philippines",10,68,6.8
"1607","Ling","2018",18694281,23192000,"Poland",27500,258338,9.39109090909091
"1608","Ling","2018",18694281,23192000,"Portugal",1017133,8339291,8.20016131617006
"1609","Ling","2018",18694281,23192000,"Singapore",54319,816794,15.0388793976325
"1610","Ling","2018",18694281,23192000,"South Africa",205746,1586017,7.70993263538538
"1611","Ling","2018",18694281,23192000,"South Korea",16930,118510,7
"1612","Ling","2018",18694281,23192000,"Spain",2314965,21660780,9.35904370476444
"1613","Ling","2018",18694281,23192000,"Switzerland",408,6414,15.72
"1614","Ling","2018",18694281,23192000,"Taiwan",9544,112823,11.82
"1615","Ling","2018",18694281,23192000,"Thailand",306,3558,11.63
"1616","Ling","2018",18694281,23192000,"United Arab Emirates",16291,179870,11.0436259284267
"1617","Ling","2018",18694281,23192000,"United States",233425,4770211,20.438743150905
"1618","Ling","2018",18694281,23192000,"Uruguay",13117,145870,11.12
"1619","Ling","2018",18694281,23192000,"Vietnam",30460,199451,6.55088378200919
"1620","Ling","2019",16742554,23972000,"Australia",1451909,13039255,8.97734930357206
"1621","Ling","2019",16742554,23972000,"Brazil",571804,7573387,13.24
"1622","Ling","2019",16742554,23972000,"Canada",80927,830125,10.2586704066628
"1623","Ling","2019",16742554,23972000,"China",196118,1465362,7.47243567648049
"1624","Ling","2019",16742554,23972000,"Germany",8443,96710,11.4515989577165
"1625","Ling","2019",16742554,23972000,"Hong Kong",885542,11340250,12.810147367375
"1626","Ling","2019",16742554,23972000,"Japan",130503,1198906,9.18686244760657
"1627","Ling","2019",16742554,23972000,"Lebanon",300,3458,11.53
"1628","Ling","2019",16742554,23972000,"Malaysia",113105,1310952,11.59
"1629","Ling","2019",16742554,23972000,"Namibia",25985,196903,7.58
"1630","Ling","2019",16742554,23972000,"Poland",60224,612385,10.1689314891073
"1631","Ling","2019",16742554,23972000,"Portugal",1022625,8139847,7.96204488448845
"1632","Ling","2019",16742554,23972000,"Singapore",81145,1100578,13.5664052005669
"1633","Ling","2019",16742554,23972000,"South Africa",302277,2163467,7.15772136153263
"1634","Ling","2019",16742554,23972000,"South Korea",3839,43614,11.3599322740297
"1635","Ling","2019",16742554,23972000,"Spain",1578179,15729068,9.9680785703016
"1636","Ling","2019",16742554,23972000,"Switzerland",509,8133,15.98
"1637","Ling","2019",16742554,23972000,"Taiwan",3305,35510,10.74
"1638","Ling","2019",16742554,23972000,"Thailand",326,3957,12.14
"1639","Ling","2019",16742554,23972000,"United States",283273,6754674,23.8443470786132
"1640","Ling","2019",16742554,23972000,"Uruguay",11368,138290,12.16
"1641","Ling","2019",16742554,23972000,"Vietnam",38119,174211,4.5736643143839
"1642","Ling","2020",16456140,24279000,"Australia",1086643,10722991,9.86955501484848
"1643","Ling","2020",16456140,24279000,"Brazil",264260,3236649,12.25
"1644","Ling","2020",16456140,24279000,"Canada",14935,122906,8.22472715098761
"1645","Ling","2020",16456140,24279000,"China",112294,1297386,11.5545656045737
"1646","Ling","2020",16456140,24279000,"French Polynesia",10,235,23.5
"1647","Ling","2020",16456140,24279000,"Georgia",143,380,2.66
"1648","Ling","2020",16456140,24279000,"Germany",2084,25122,12.0528214971209
"1649","Ling","2020",16456140,24279000,"Hong Kong",570976,7192897,12.5970999831867
"1650","Ling","2020",16456140,24279000,"Japan",186245,1259239,6.76345942172944
"1651","Ling","2020",16456140,24279000,"Malaysia",4048,20111,4.96869565217391
"1652","Ling","2020",16456140,24279000,"New Caledonia",20,1581,79.05
"1653","Ling","2020",16456140,24279000,"Papua New Guinea",690,1886,2.73
"1654","Ling","2020",16456140,24279000,"Poland",23763,236122,9.93304801582292
"1655","Ling","2020",16456140,24279000,"Portugal",991037,6484051,6.5423382578047
"1656","Ling","2020",16456140,24279000,"Russia",9475,61532,6.49
"1657","Ling","2020",16456140,24279000,"Singapore",18061,270159,14.9623210231992
"1658","Ling","2020",16456140,24279000,"South Africa",91154,573714,6.29587511244707
"1659","Ling","2020",16456140,24279000,"Spain",1571997,14887921,9.46908315982791
"1660","Ling","2020",16456140,24279000,"Switzerland",47,738,15.7
"1661","Ling","2020",16456140,24279000,"Taiwan",970,13225,13.63
"1662","Ling","2020",16456140,24279000,"Ukraine",44144,151519,3.435823894527
"1663","Ling","2020",16456140,24279000,"United States",196397,4371326,22.2609781717643
"1664","Ling","2020",16456140,24279000,"Uruguay",4000,51941,12.99
"1665","Ling","2020",16456140,24279000,"Vietnam",50333,259363,5.15534102874854
"1666","Ling","2021",16753624,24279000,"Australia",1486232,14252577,9.59014679404023
"1667","Ling","2021",16753624,24279000,"Brazil",430860,4697062,10.9
"1668","Ling","2021",16753624,24279000,"Bulgaria",1291,4427,3.43
"1669","Ling","2021",16753624,24279000,"Canada",37950,443328,11.6802160737813
"1670","Ling","2021",16753624,24279000,"Chile",24541,146015,5.95
"1671","Ling","2021",16753624,24279000,"China",73852,1496521,20.2677426474571
"1672","Ling","2021",16753624,24279000,"French Polynesia",10,254,25.4
"1673","Ling","2021",16753624,24279000,"Germany",15231,159940,10.5
"1674","Ling","2021",16753624,24279000,"Hong Kong",811054,8405117,10.3624588745016
"1675","Ling","2021",16753624,24279000,"Japan",134942,915132,6.78326243867736
"1676","Ling","2021",16753624,24279000,"Papua New Guinea",23422,107695,4.59869865938007
"1677","Ling","2021",16753624,24279000,"Poland",24060,264072,10.9774796342477
"1678","Ling","2021",16753624,24279000,"Portugal",1632123,9694196,5.94095230567794
"1679","Ling","2021",16753624,24279000,"Russia",26900,136188,5.05840148698885
"1680","Ling","2021",16753624,24279000,"Singapore",24125,264087,10.9508070466321
"1681","Ling","2021",16753624,24279000,"South Africa",54020,289743,5.36
"1682","Ling","2021",16753624,24279000,"Spain",2330882,17124972,7.3455546355414
"1683","Ling","2021",16753624,24279000,"Switzerland",35,571,16.31
"1684","Ling","2021",16753624,24279000,"Taiwan",1040,12950,12.45
"1685","Ling","2021",16753624,24279000,"Thailand",20000,531168,26.56
"1686","Ling","2021",16753624,24279000,"Ukraine",217129,881601,4.06061930925855
"1687","Ling","2021",16753624,24279000,"United States",173194,2805686,16.1989497326697
"1688","Ling","2021",16753624,24279000,"Uruguay",2690,30383,11.29
"1689","Ling","2021",16753624,24279000,"Vietnam",74397,1203221,16.1696688038496
"1690","Ling","2022",16918371,24752000,"Australia",1422796,15100606,10.6135143267201
"1691","Ling","2022",16918371,24752000,"Brazil",494710,6753404,13.6549857492268
"1692","Ling","2022",16918371,24752000,"Canada",32573,400365,12.2920314370798
"1693","Ling","2022",16918371,24752000,"Chile",69529,496892,7.14404636914093
"1694","Ling","2022",16918371,24752000,"China",103122,2023414,19.624075560986
"1695","Ling","2022",16918371,24752000,"French Polynesia",10,261,26.1
"1696","Ling","2022",16918371,24752000,"Germany",2999,32535,10.85
"1697","Ling","2022",16918371,24752000,"Hong Kong",441889,5895584,13.3450721334996
"1698","Ling","2022",16918371,24752000,"Japan",110595,831621,7.52185704597857
"1699","Ling","2022",16918371,24752000,"Lithuania",5230,12553,2.4
"1700","Ling","2022",16918371,24752000,"Malaysia",26190,47301,1.8093470790378
"1701","Ling","2022",16918371,24752000,"Papua New Guinea",145,579,3.99
"1702","Ling","2022",16918371,24752000,"Poland",73705,557210,7.56
"1703","Ling","2022",16918371,24752000,"Portugal",954883,5691544,5.96113312311561
"1704","Ling","2022",16918371,24752000,"Singapore",10102,188047,18.6117174816868
"1705","Ling","2022",16918371,24752000,"South Africa",234028,1591054,6.80044353667083
"1706","Ling","2022",16918371,24752000,"Spain",2154391,16390198,7.60925025215943
"1707","Ling","2022",16918371,24752000,"Switzerland",56,1011,18.05
"1708","Ling","2022",16918371,24752000,"Taiwan",11591,123956,10.69
"1709","Ling","2022",16918371,24752000,"Thailand",23238,618540,26.6133617350891
"1710","Ling","2022",16918371,24752000,"United States",256015,3555596,13.8856392789485
"1711","Ling","2022",16918371,24752000,"Vietnam",283,4088,14.45
"1712","Lobsters","2018",3751282,4026608,"Canada",56,6833,122.017857142857
"1713","Lobsters","2018",3751282,4026608,"China",2602314,309064148,118.768376967576
"1714","Lobsters","2018",3751282,4026608,"Cook Islands",635,6760,10.6493700787402
"1715","Lobsters","2018",3751282,4026608,"Fiji",210,2106,10.0242857142857
"1716","Lobsters","2018",3751282,4026608,"French Polynesia",93,1796,19.31
"1717","Lobsters","2018",3751282,4026608,"Hong Kong",31706,3962073,124.966968397149
"1718","Lobsters","2018",3751282,4026608,"Japan",8128,350101,43.0734350393701
"1719","Lobsters","2018",3751282,4026608,"Malaysia",543,62350,114.83
"1720","Lobsters","2018",3751282,4026608,"Niue",3,1159,386.33
"1721","Lobsters","2018",3751282,4026608,"Palau",45,1531,34.0233333333333
"1722","Lobsters","2018",3751282,4026608,"Papua New Guinea",161,2692,16.7247204968944
"1723","Lobsters","2018",3751282,4026608,"Singapore",1712,221932,129.63
"1724","Lobsters","2018",3751282,4026608,"South Korea",467,6782,14.52
"1725","Lobsters","2018",3751282,4026608,"Tonga",8,647,80.88
"1726","Lobsters","2018",3751282,4026608,"United States",2200,260473,118.3944
"1727","Lobsters","2019",3828132,4138548,"China",2620128,296373905,113.115046955721
"1728","Lobsters","2019",3828132,4138548,"Cook Islands",274,13275,48.4501459854015
"1729","Lobsters","2019",3828132,4138548,"Fiji",243,3371,13.872962962963
"1730","Lobsters","2019",3828132,4138548,"French Polynesia",220,21014,95.52
"1731","Lobsters","2019",3828132,4138548,"Hong Kong",23440,2710190,115.621346416382
"1732","Lobsters","2019",3828132,4138548,"Japan",5832,246084,42.2
"1733","Lobsters","2019",3828132,4138548,"Malaysia",427,51412,120.4
"1734","Lobsters","2019",3828132,4138548,"Papua New Guinea",6,58,9.67
"1735","Lobsters","2019",3828132,4138548,"Samoa",17,1992,117.18
"1736","Lobsters","2019",3828132,4138548,"Singapore",1627,212117,130.37
"1737","Lobsters","2019",3828132,4138548,"Tonga",57,1493,26.1947368421053
"1738","Lobsters","2019",3828132,4138548,"United States",6538,507622,77.6430376261854
"1739","Lobsters","2019",3828132,4138548,"Vanuatu",5,1342,268.398
"1740","Lobsters","2020",3510334,4188786,"Australia",1172,61290,52.2968259385666
"1741","Lobsters","2020",3510334,4188786,"Canada",293,24518,83.68
"1742","Lobsters","2020",3510334,4188786,"China",2683112,290791826,108.37946927672
"1743","Lobsters","2020",3510334,4188786,"Cook Islands",539,24327,45.13
"1744","Lobsters","2020",3510334,4188786,"Fiji",1162,6027,5.1884165232358
"1745","Lobsters","2020",3510334,4188786,"Hong Kong",3466,312049,90.0329197922677
"1746","Lobsters","2020",3510334,4188786,"Japan",6090,343565,56.41
"1747","Lobsters","2020",3510334,4188786,"Malaysia",276,25285,91.61
"1748","Lobsters","2020",3510334,4188786,"Palau",2,555,277.5
"1749","Lobsters","2020",3510334,4188786,"Singapore",1692,150806,89.1291489361702
"1750","Lobsters","2020",3510334,4188786,"United States",4363,288084,66.0289731835893
"1751","Lobsters","2021",4166205,4143086,"Australia",870,58221,66.92
"1752","Lobsters","2021",4166205,4143086,"China",2514006,329727401,131.152991094691
"1753","Lobsters","2021",4166205,4143086,"Cook Islands",40,1881,47.03
"1754","Lobsters","2021",4166205,4143086,"Fiji",216,2146,9.94
