"","CommonName","Year","TotalReportedCatch","TotalTACC","ExportCountry","TotalExportWeight","TotalTotalPrice","TotalAvgUnitPrice"
"4326","Tarakihi","2018",5742398,NA,"Thailand",35,270,7.71
"4327","Tarakihi","2018",5742398,NA,"United Arab Emirates",10,88,8.8
"4328","Tarakihi","2018",5742398,NA,"United States",2853,37526,13.1576691202243
"4329","Tarakihi","2018",5742398,NA,"Vanuatu",25,924,36.96
"4330","Tarakihi","2018",5742398,NA,"Vietnam",23182,71907,3.09977568803382
"4331","Tarakihi","2019",5149711,NA,"Australia",55772,659642,11.8306702287886
"4332","Tarakihi","2019",5149711,NA,"Canada",974,15397,15.8062012320329
"4333","Tarakihi","2019",5149711,NA,"China",18520,55182,2.98257019438445
"4334","Tarakihi","2019",5149711,NA,"Fiji",13,509,39.15
"4335","Tarakihi","2019",5149711,NA,"Germany",78,778,9.97
"4336","Tarakihi","2019",5149711,NA,"Hong Kong",1054,14577,13.8330075901328
"4337","Tarakihi","2019",5149711,NA,"Malaysia",12,84,7
"4338","Tarakihi","2019",5149711,NA,"Portugal",11,113,10.27
"4339","Tarakihi","2019",5149711,NA,"Singapore",1185,16254,13.7164556962025
"4340","Tarakihi","2019",5149711,NA,"Solomon Islands",1212,7133,5.89
"4341","Tarakihi","2019",5149711,NA,"Switzerland",619,10766,17.3894184168013
"4342","Tarakihi","2019",5149711,NA,"Thailand",150,1596,10.64
"4343","Tarakihi","2019",5149711,NA,"United Arab Emirates",64,801,12.52
"4344","Tarakihi","2019",5149711,NA,"United States",1170,15087,12.895188034188
"4345","Tarakihi","2019",5149711,NA,"Vanuatu",2,83,41.5
"4346","Tarakihi","2019",5149711,NA,"Vietnam",10719,48473,4.52224181360202
"4347","Tarakihi","2020",4392295,NA,"Australia",54973,608937,11.0779269823368
"4348","Tarakihi","2020",4392295,NA,"Canada",520,6030,11.5932692307692
"4349","Tarakihi","2020",4392295,NA,"China",81120,172142,2.12
"4350","Tarakihi","2020",4392295,NA,"French Polynesia",13,165,12.69
"4351","Tarakihi","2020",4392295,NA,"Germany",9,66,7.33
"4352","Tarakihi","2020",4392295,NA,"Hong Kong",2939,53931,18.3509527050017
"4353","Tarakihi","2020",4392295,NA,"Japan",161,1774,11.02
"4354","Tarakihi","2020",4392295,NA,"Malaysia",50,404,8.082
"4355","Tarakihi","2020",4392295,NA,"Singapore",803,14573,18.1515691158157
"4356","Tarakihi","2020",4392295,NA,"Switzerland",333,6401,19.22
"4357","Tarakihi","2020",4392295,NA,"United States",390,5129,13.15
"4358","Tarakihi","2020",4392295,NA,"Vietnam",31115,143284,4.60523059617548
"4359","Tarakihi","2021",4501388,NA,"Australia",56214,679935,12.0949679795069
"4360","Tarakihi","2021",4501388,NA,"Bulgaria",120,63,0.53
"4361","Tarakihi","2021",4501388,NA,"Canada",110,1198,10.8909090909091
"4362","Tarakihi","2021",4501388,NA,"China",79080,131662,1.66747395042994
"4363","Tarakihi","2021",4501388,NA,"Cook Islands",744,5864,7.88
"4364","Tarakihi","2021",4501388,NA,"Fiji",10,363,36.3
"4365","Tarakihi","2021",4501388,NA,"Hong Kong",1539,24351,15.8213255360624
"4366","Tarakihi","2021",4501388,NA,"New Caledonia",0,0,NA
"4367","Tarakihi","2021",4501388,NA,"Singapore",533,13729,25.7542589118199
"4368","Tarakihi","2021",4501388,NA,"Switzerland",101,1053,10.4277227722772
"4369","Tarakihi","2021",4501388,NA,"Ukraine",18280,41306,2.26
"4370","Tarakihi","2021",4501388,NA,"United States",855,10600,12.3941052631579
"4371","Tarakihi","2021",4501388,NA,"Vietnam",1056,4659,4.41
"4372","Tarakihi","2022",4034946,NA,"Australia",40653,607660,14.9508636508991
"4373","Tarakihi","2022",4034946,NA,"Bulgaria",4075,13644,3.35001226993865
"4374","Tarakihi","2022",4034946,NA,"Canada",235,2559,10.89
"4375","Tarakihi","2022",4034946,NA,"China",22520,47558,2.11
"4376","Tarakihi","2022",4034946,NA,"Cyprus",56,141,2.51785714285714
"4377","Tarakihi","2022",4034946,NA,"French Polynesia",54,1838,34.04
"4378","Tarakihi","2022",4034946,NA,"Hong Kong",1891,24636,13.0259175039662
"4379","Tarakihi","2022",4034946,NA,"New Caledonia",395,4774,12.09
"4380","Tarakihi","2022",4034946,NA,"Papua New Guinea",955,3815,3.99
"4381","Tarakihi","2022",4034946,NA,"Singapore",403,7159,17.7671960297767
"4382","Tarakihi","2022",4034946,NA,"Switzerland",112,1126,10.05
"4383","Tarakihi","2022",4034946,NA,"Thailand",35,646,18.4571428571429
"4384","Tarakihi","2022",4034946,NA,"United States",1753,27551,15.719144324016
"4385","Tarakihi","2022",4034946,NA,"Vanuatu",451,4428,9.82
"4386","Tarakihi","2022",4034946,NA,"Vietnam",4002,13669,3.42
"4387","Toothfish","2018",4485,NA,"Australia",307,14417,46.96
"4388","Toothfish","2018",4485,NA,"Brunei",776,35285,45.47
"4389","Toothfish","2018",4485,NA,"China",303730,13519515,44.5090697329865
"4390","Toothfish","2018",4485,NA,"Palau",9,1172,130.22
"4391","Toothfish","2018",4485,NA,"Philippines",1009,45504,45.1
"4392","Toothfish","2018",4485,NA,"Singapore",20,1158,57.9
"4393","Toothfish","2018",4485,NA,"Taiwan",57109,1779334,31.1596781593094
"4394","Toothfish","2018",4485,NA,"United Kingdom",9,10,1.11
"4395","Toothfish","2018",4485,NA,"United States",98010,3678154,37.53
"4396","Toothfish","2018",4485,NA,"Vanuatu",5,461,92.2
"4397","Toothfish","2019",20,NA,"Australia",26161,281436,10.7559512251061
"4398","Toothfish","2019",20,NA,"Canada",18507,699070,37.77
"4399","Toothfish","2019",20,NA,"China",184919,6477873,35.0303436639826
"4400","Toothfish","2019",20,NA,"Japan",36865,336134,9.11950088159501
"4401","Toothfish","2019",20,NA,"Philippines",608,26383,43.39
"4402","Toothfish","2019",20,NA,"Singapore",235,12865,54.7445531914894
"4403","Toothfish","2019",20,NA,"Spain",5,1,0.2
"4404","Toothfish","2019",20,NA,"Taiwan",52611,1806562,34.3369369523484
"4405","Toothfish","2019",20,NA,"United States",364785,12049505,33.0315361925518
"4406","Toothfish","2019",20,NA,"Vietnam",1026,58210,56.7323099415205
"4407","Toothfish","2020",5,NA,"Australia",5,5,1
"4408","Toothfish","2020",5,NA,"Canada",12042,439886,36.53
"4409","Toothfish","2020",5,NA,"China",127779,4150597,32.4807469145947
"4410","Toothfish","2020",5,NA,"Hong Kong",1071,40113,37.4534173669468
"4411","Toothfish","2020",5,NA,"Japan",18007,167048,9.2770033875715
"4412","Toothfish","2020",5,NA,"Philippines",2005,90301,45.04
"4413","Toothfish","2020",5,NA,"Singapore",372,20223,54.36
"4414","Toothfish","2020",5,NA,"Taiwan",56152,1685053,30.0057595455193
"4415","Toothfish","2020",5,NA,"United States",241644,7947654,32.8890017132641
"4416","Toothfish","2021",0,NA,"Canada",15803,351519,22.2464418148453
"4417","Toothfish","2021",0,NA,"China",40819,1300585,31.8634589284402
"4418","Toothfish","2021",0,NA,"Hong Kong",48697,1503049,30.8610850771095
"4419","Toothfish","2021",0,NA,"Japan",44482,452763,10.1784569039162
"4420","Toothfish","2021",0,NA,"Philippines",1016,28052,27.61
"4421","Toothfish","2021",0,NA,"Singapore",48637,1937324,39.8293284947674
"4422","Toothfish","2021",0,NA,"Taiwan",63379,1341517,21.1667049022547
"4423","Toothfish","2021",0,NA,"United States",1220816,31799099,26.044881882282
"4424","Toothfish","2021",0,NA,"Vietnam",1024,30275,29.57
"4425","Toothfish","2022",8572,NA,"Canada",12252,641228,52.34
"4426","Toothfish","2022",8572,NA,"China",13711,651610,47.52
"4427","Toothfish","2022",8572,NA,"Japan",17681,205306,11.6104507663594
"4428","Toothfish","2022",8572,NA,"Taiwan",58602,2173649,37.0887628408587
"4429","Toothfish","2022",8572,NA,"Tonga",288,2549,8.85
"4430","Toothfish","2022",8572,NA,"United Kingdom",413,25163,60.93
"4431","Toothfish","2022",8572,NA,"United States",555668,24947518,44.895063167215
"4432","Toothfish","2022",8572,NA,"Vietnam",8724,531996,60.9817262723521
"4433","Trevally","2018",3758538,3933103,"Australia",117756,715468,6.07728998946975
"4434","Trevally","2018",3758538,3933103,"Belgium",35980,118782,3.3
"4435","Trevally","2018",3758538,3933103,"Brunei",28240,97925,3.46980169971671
"4436","Trevally","2018",3758538,3933103,"Canada",1926,32116,16.6723260643821
"4437","Trevally","2018",3758538,3933103,"Cook Islands",675,1890,2.8
"4438","Trevally","2018",3758538,3933103,"Fiji",40840,91740,2.25
"4439","Trevally","2018",3758538,3933103,"France",430530,1416632,3.29
"4440","Trevally","2018",3758538,3933103,"Germany",2366,10077,4.25781065088757
"4441","Trevally","2018",3758538,3933103,"Hong Kong",201,2163,10.7581094527363
"4442","Trevally","2018",3758538,3933103,"Italy",12,122,10.17
"4443","Trevally","2018",3758538,3933103,"Malaysia",50000,115683,2.31
"4444","Trevally","2018",3758538,3933103,"Mayotte",119000,364981,3.07
"4445","Trevally","2018",3758538,3933103,"Netherlands",172130,555086,3.22
"4446","Trevally","2018",3758538,3933103,"Papua New Guinea",16243,70511,4.34360709228591
"4447","Trevally","2018",3758538,3933103,"Saudi Arabia",426740,1428032,3.35
"4448","Trevally","2018",3758538,3933103,"Singapore",279,3074,11.02
"4449","Trevally","2018",3758538,3933103,"Solomon Islands",200,1030,5.15
"4450","Trevally","2018",3758538,3933103,"Switzerland",64,748,11.6903125
"4451","Trevally","2018",3758538,3933103,"Taiwan",86,897,10.43
"4452","Trevally","2018",3758538,3933103,"Tonga",200,660,3.3
"4453","Trevally","2018",3758538,3933103,"United Arab Emirates",25,228,9.12
"4454","Trevally","2018",3758538,3933103,"United Kingdom",226034,841959,3.72
"4455","Trevally","2018",3758538,3933103,"United States",6738,83670,12.42
"4456","Trevally","2018",3758538,3933103,"Vietnam",3916,11472,2.93
"4457","Trevally","2019",3089687,3933103,"Australia",147790,884650,5.98567656810339
"4458","Trevally","2019",3089687,3933103,"Belgium",9700,25484,2.63
"4459","Trevally","2019",3089687,3933103,"Brunei",83762,323531,3.86
"4460","Trevally","2019",3089687,3933103,"Canada",1859,31993,17.2115814954277
"4461","Trevally","2019",3089687,3933103,"China",421,3218,7.64479809976247
"4462","Trevally","2019",3089687,3933103,"France",277108,974439,3.51987203545188
"4463","Trevally","2019",3089687,3933103,"Germany",368,3957,10.7546195652174
"4464","Trevally","2019",3089687,3933103,"Hong Kong",62,915,14.758064516129
"4465","Trevally","2019",3089687,3933103,"Italy",3000,10488,3.5
"4466","Trevally","2019",3089687,3933103,"Japan",7780,43720,5.62
"4467","Trevally","2019",3089687,3933103,"Malaysia",204350,467818,2.29
"4468","Trevally","2019",3089687,3933103,"Mayotte",87830,277492,3.16
"4469","Trevally","2019",3089687,3933103,"Netherlands",206688,745873,3.61
"4470","Trevally","2019",3089687,3933103,"Papua New Guinea",2004,7265,3.62365269461078
"4471","Trevally","2019",3089687,3933103,"Portugal",43,454,10.56
"4472","Trevally","2019",3089687,3933103,"Saudi Arabia",134440,465667,3.46
"4473","Trevally","2019",3089687,3933103,"Singapore",307,3516,11.45
"4474","Trevally","2019",3089687,3933103,"South Africa",300,1078,3.59
"4475","Trevally","2019",3089687,3933103,"Spain",20,6,0.3
"4476","Trevally","2019",3089687,3933103,"Switzerland",212,2429,11.4597169811321
"4477","Trevally","2019",3089687,3933103,"Thailand",70,299,4.27
"4478","Trevally","2019",3089687,3933103,"United Kingdom",113190,405008,3.58
"4479","Trevally","2019",3089687,3933103,"United States",5600,71565,12.7818803571429
"4480","Trevally","2019",3089687,3933103,"Vanuatu",2,69,34.5
"4481","Trevally","2019",3089687,3933103,"Vietnam",1558,5980,3.84
"4482","Trevally","2020",3121515,3933103,"Australia",118409,585294,4.94354069369727
"4483","Trevally","2020",3121515,3933103,"Brunei",65434,257761,3.94
"4484","Trevally","2020",3121515,3933103,"Canada",641,9409,14.6792355694228
"4485","Trevally","2020",3121515,3933103,"China",84500,753247,8.91
"4486","Trevally","2020",3121515,3933103,"Destination Unknown E.E.C.",11890,46503,3.91
"4487","Trevally","2020",3121515,3933103,"France",432519,1580380,3.65660879637658
"4488","Trevally","2020",3121515,3933103,"Georgia",9046,22193,2.45
"4489","Trevally","2020",3121515,3933103,"Germany",163,1589,9.75
"4490","Trevally","2020",3121515,3933103,"Hong Kong",266,3333,12.5293984962406
"4491","Trevally","2020",3121515,3933103,"Japan",13647,80910,5.93192789624093
"4492","Trevally","2020",3121515,3933103,"Malaysia",26965,69506,2.58182458742815
"4493","Trevally","2020",3121515,3933103,"Mayotte",25907,102281,3.95
"4494","Trevally","2020",3121515,3933103,"Netherlands",231545,872190,3.77
"4495","Trevally","2020",3121515,3933103,"Palau",1,34,34
"4496","Trevally","2020",3121515,3933103,"Papua New Guinea",1000,5985,5.99
"4497","Trevally","2020",3121515,3933103,"Portugal",1380,5272,3.82
"4498","Trevally","2020",3121515,3933103,"Russia",4384,12685,2.89
"4499","Trevally","2020",3121515,3933103,"Saudi Arabia",59079,200951,3.4
"4500","Trevally","2020",3121515,3933103,"Singapore",21,236,11.24
"4501","Trevally","2020",3121515,3933103,"Switzerland",158,1699,10.75
"4502","Trevally","2020",3121515,3933103,"Thailand",87,684,7.86137931034483
"4503","Trevally","2020",3121515,3933103,"Ukraine",1275,3841,3.01
"4504","Trevally","2020",3121515,3933103,"United Kingdom",209073,809530,3.87
"4505","Trevally","2020",3121515,3933103,"United States",3189,39495,12.38
"4506","Trevally","2020",3121515,3933103,"Vietnam",9303,31569,3.39221863914866
"4507","Trevally","2021",3051497,3933103,"Australia",117683,704945,5.99402139646338
"4508","Trevally","2021",3051497,3933103,"Brunei",21269,77161,3.63
"4509","Trevally","2021",3051497,3933103,"Bulgaria",324,1052,3.25
"4510","Trevally","2021",3051497,3933103,"Canada",455,6661,14.6441758241758
"4511","Trevally","2021",3051497,3933103,"China",35581,111372,3.13448947471965
"4512","Trevally","2021",3051497,3933103,"France",472886,1635256,3.46
"4513","Trevally","2021",3051497,3933103,"Hong Kong",17,207,12.1788235294118
"4514","Trevally","2021",3051497,3933103,"Italy",7,77,11
"4515","Trevally","2021",3051497,3933103,"Japan",29920,105735,3.53
"4516","Trevally","2021",3051497,3933103,"Netherlands",189667,651855,3.44
"4517","Trevally","2021",3051497,3933103,"Papua New Guinea",8100,51216,6.32
"4518","Trevally","2021",3051497,3933103,"Portugal",10020,35733,3.57
"4519","Trevally","2021",3051497,3933103,"Russia",9915,31718,3.2
"4520","Trevally","2021",3051497,3933103,"Saudi Arabia",23874,92633,3.88
"4521","Trevally","2021",3051497,3933103,"Singapore",20,359,17.95
"4522","Trevally","2021",3051497,3933103,"Solomon Islands",550,3120,5.67
"4523","Trevally","2021",3051497,3933103,"Switzerland",288,3064,10.64
"4524","Trevally","2021",3051497,3933103,"Thailand",80,315,3.94
"4525","Trevally","2021",3051497,3933103,"United Kingdom",204624,773575,3.78
"4526","Trevally","2021",3051497,3933103,"United States",4430,50189,11.33
"4527","Trevally","2022",3282196,3933103,"Australia",122215,988167,8.08652923127276
"4528","Trevally","2022",3282196,3933103,"Brunei",24150,105973,4.39
"4529","Trevally","2022",3282196,3933103,"Bulgaria",3000,13173,4.39
"4530","Trevally","2022",3282196,3933103,"Canada",1237,16596,13.4123848019402
"4531","Trevally","2022",3282196,3933103,"China",43065,147479,3.4208986415883
"4532","Trevally","2022",3282196,3933103,"Cyprus",6,69,11.5
"4533","Trevally","2022",3282196,3933103,"Fiji",15120,56860,3.76
"4534","Trevally","2022",3282196,3933103,"France",217710,851299,3.91
"4535","Trevally","2022",3282196,3933103,"Georgia",4020,8645,2.15
"4536","Trevally","2022",3282196,3933103,"Hong Kong",27,445,16.4788888888889
"4537","Trevally","2022",3282196,3933103,"Japan",57240,230695,4.03
"4538","Trevally","2022",3282196,3933103,"Mayotte",73960,298348,4.03
"4539","Trevally","2022",3282196,3933103,"Netherlands",164800,642970,3.9
"4540","Trevally","2022",3282196,3933103,"Papua New Guinea",3000,20128,6.71
"4541","Trevally","2022",3282196,3933103,"Portugal",3310,13377,4.04
"4542","Trevally","2022",3282196,3933103,"Saudi Arabia",25950,112095,4.32
"4543","Trevally","2022",3282196,3933103,"Singapore",71,939,13.2238028169014
"4544","Trevally","2022",3282196,3933103,"Solomon Islands",475,4003,8.43
"4545","Trevally","2022",3282196,3933103,"Switzerland",913,10082,11.04
"4546","Trevally","2022",3282196,3933103,"Thailand",190,1285,6.76263157894737
"4547","Trevally","2022",3282196,3933103,"United Kingdom",245376,991428,4.04
"4548","Trevally","2022",3282196,3933103,"United States",4767,68979,14.47
"4549","Trevally","2022",3282196,3933103,"Vietnam",22,287,13.05
"4550","Trumpeter","2018",52422,144000,NA,NA,NA,NA
"4551","Trumpeter","2019",62499,144000,NA,NA,NA,NA
"4552","Trumpeter","2020",66741,144000,NA,NA,NA,NA
"4553","Trumpeter","2021",98813,147000,NA,NA,NA,NA
"4554","Trumpeter","2022",54397,147000,NA,NA,NA,NA
"4555","Tuatua","2018",263250,1067000,"Australia",1860,18894,10.1608870967742
"4556","Tuatua","2018",263250,1067000,"Canada",60,738,12.3
"4557","Tuatua","2018",263250,1067000,"China",1125,12215,10.86
"4558","Tuatua","2018",263250,1067000,"Cook Islands",318,1350,4.25
"4559","Tuatua","2018",263250,1067000,"Germany",44,385,8.75
"4560","Tuatua","2018",263250,1067000,"Hong Kong",158262,1697940,10.7281602658882
"4561","Tuatua","2018",263250,1067000,"Italy",150,770,5.13
"4562","Tuatua","2018",263250,1067000,"Japan",8790,96691,11
"4563","Tuatua","2018",263250,1067000,"Singapore",165,2686,16.28
"4564","Tuatua","2018",263250,1067000,"United States",120,1180,9.83
"4565","Tuatua","2019",315866,1067000,"Australia",1609,17740,11.0219763828465
"4566","Tuatua","2019",315866,1067000,"Canada",150,2065,13.77
"4567","Tuatua","2019",315866,1067000,"China",13260,144499,10.9
"4568","Tuatua","2019",315866,1067000,"Hong Kong",143994,1586469,11.0200608358682
"4569","Tuatua","2019",315866,1067000,"Italy",1258,19893,15.81
"4570","Tuatua","2019",315866,1067000,"Japan",37345,417659,11.18
"4571","Tuatua","2019",315866,1067000,"Macau",120,1255,10.46
"4572","Tuatua","2019",315866,1067000,"Singapore",1957,24380,12.4549054675524
"4573","Tuatua","2019",315866,1067000,"United States",75,780,10.4
"4574","Tuatua","2020",219298,1067000,"Australia",441,4424,10.03
"4575","Tuatua","2020",219298,1067000,"China",555,3306,5.96
"4576","Tuatua","2020",219298,1067000,"Hong Kong",51029,657809,12.89
"4577","Tuatua","2020",219298,1067000,"Italy",79,991,12.54
"4578","Tuatua","2020",219298,1067000,"Japan",7725,72652,9.4
"4579","Tuatua","2020",219298,1067000,"Singapore",2082,28905,13.88734870317
"4580","Tuatua","2021",193842,1067000,"Hong Kong",6749,80373,11.91
"4581","Tuatua","2021",193842,1067000,"Singapore",2496,38940,15.6001282051282
"4582","Tuatua","2022",165397,1067000,"Canada",85,554,6.52
"4583","Tuatua","2022",165397,1067000,"China",2370,24420,10.3
"4584","Tuatua","2022",165397,1067000,"Hong Kong",94947,1306601,13.76
"4585","Tuatua","2022",165397,1067000,"Singapore",1620,24491,15.12
"4586","Tuatua","2022",165397,1067000,"Taiwan",105,994,9.47
"4587","Tuna Fish","2018",19048669,NA,"American Samoa",14988,68478,4.56593274619696
"4588","Tuna Fish","2018",19048669,NA,"Australia",1800208,2707795,1.50300040884164
"4589","Tuna Fish","2018",19048669,NA,"Belarus",30460,53519,1.76
"4590","Tuna Fish","2018",19048669,NA,"Bulgaria",26000,31049,1.19
"4591","Tuna Fish","2018",19048669,NA,"Canada",22815,84764,3.71057900504054
"4592","Tuna Fish","2018",19048669,NA,"China",15140,24737,1.63
"4593","Tuna Fish","2018",19048669,NA,"Cook Islands",16175,158927,9.83029366306028
"4594","Tuna Fish","2018",19048669,NA,"Ecuador",557742,1479458,2.65435091852505
"4595","Tuna Fish","2018",19048669,NA,"Fiji",1197982,1833080,1.53230611979145
"4596","Tuna Fish","2018",19048669,NA,"France",292787,1423799,4.86440538685119
"4597","Tuna Fish","2018",19048669,NA,"Georgia",102230,172444,1.69
"4598","Tuna Fish","2018",19048669,NA,"Germany",3,24,8
"4599","Tuna Fish","2018",19048669,NA,"Ghana",8319,10469,1.26
"4600","Tuna Fish","2018",19048669,NA,"Indonesia",952585,1469660,1.54305253599416
"4601","Tuna Fish","2018",19048669,NA,"Iran",2e+05,281044,1.41
"4602","Tuna Fish","2018",19048669,NA,"Ivory Coast",949429,1370986,1.44
"4603","Tuna Fish","2018",19048669,NA,"Japan",919714,13709300,14.9058290077133
"4604","Tuna Fish","2018",19048669,NA,"Lithuania",66260,116409,1.76
"4605","Tuna Fish","2018",19048669,NA,"Marshall Islands",44,424,9.64
"4606","Tuna Fish","2018",19048669,NA,"Mauritius",1099820,2520782,2.29
"4607","Tuna Fish","2018",19048669,NA,"Mayotte",2000,1813,0.91
"4608","Tuna Fish","2018",19048669,NA,"Micronesia",640,5915,9.24
"4609","Tuna Fish","2018",19048669,NA,"Niue",1425,22632,15.88
"4610","Tuna Fish","2018",19048669,NA,"Norfolk Island",220,3315,15.07
"4611","Tuna Fish","2018",19048669,NA,"Palau",35,628,17.94
"4612","Tuna Fish","2018",19048669,NA,"Papua New Guinea",4,272,68.0025
"4613","Tuna Fish","2018",19048669,NA,"Philippines",1751915,2965690,1.69342147307375
"4614","Tuna Fish","2018",19048669,NA,"Portugal",94901,505119,5.32
"4615","Tuna Fish","2018",19048669,NA,"Russia",479182,1340043,2.79639489797196
"4616","Tuna Fish","2018",19048669,NA,"Samoa",428,5316,12.42
"4617","Tuna Fish","2018",19048669,NA,"Seychelles",95139,495847,5.21
"4618","Tuna Fish","2018",19048669,NA,"Singapore",65,2179,33.5241538461538
"4619","Tuna Fish","2018",19048669,NA,"South Africa",129017,208865,1.61684188905338
"4620","Tuna Fish","2018",19048669,NA,"Spain",1936053,8411906,4.34396840375754
"4621","Tuna Fish","2018",19048669,NA,"Switzerland",26,181,6.96
"4622","Tuna Fish","2018",19048669,NA,"Thailand",1413339,4050189,2.86647679006947
"4623","Tuna Fish","2018",19048669,NA,"Tonga",92,948,10.3
"4624","Tuna Fish","2018",19048669,NA,"Ukraine",851369,2358100,2.76883284451278
"4625","Tuna Fish","2018",19048669,NA,"United States",59531,602571,10.1246256572206
"4626","Tuna Fish","2018",19048669,NA,"Vanuatu",390,3159,8.10346153846154
"4627","Tuna Fish","2018",19048669,NA,"Vietnam",674646,1922687,2.84962758246547
"4628","Tuna Fish","2019",19548853,NA,"Australia",1339439,1949047,1.45278008927618
"4629","Tuna Fish","2019",19548853,NA,"Belarus",193625,336230,1.74
"4630","Tuna Fish","2019",19548853,NA,"Canada",208171,1241598,5.96426980703364
"4631","Tuna Fish","2019",19548853,NA,"China",24273,43893,1.81284307666955
"4632","Tuna Fish","2019",19548853,NA,"Cook Islands",18977,194502,10.2475591505507
"4633","Tuna Fish","2019",19548853,NA,"Ecuador",1413761,2664845,1.88
"4634","Tuna Fish","2019",19548853,NA,"Fiji",1035319,1732147,1.67390650611068
"4635","Tuna Fish","2019",19548853,NA,"France",105853,466344,4.40819117077456
"4636","Tuna Fish","2019",19548853,NA,"Georgia",239991,476775,1.98596043184953
"4637","Tuna Fish","2019",19548853,NA,"Germany",5,40,8
"4638","Tuna Fish","2019",19548853,NA,"Guinea",7000,9948,1.42
"4639","Tuna Fish","2019",19548853,NA,"Ivory Coast",1565840,2133023,1.36
"4640","Tuna Fish","2019",19548853,NA,"Japan",855607,11254998,13.1553144960245
"4641","Tuna Fish","2019",19548853,NA,"Lithuania",52700,82722,1.57
"4642","Tuna Fish","2019",19548853,NA,"Marshall Islands",53,540,10.19
"4643","Tuna Fish","2019",19548853,NA,"Mauritius",819891,1753099,2.14
"4644","Tuna Fish","2019",19548853,NA,"Niue",2314,32957,14.24
"4645","Tuna Fish","2019",19548853,NA,"Norfolk Island",750,10324,13.77
"4646","Tuna Fish","2019",19548853,NA,"Papua New Guinea",39840,60819,1.52691340361446
"4647","Tuna Fish","2019",19548853,NA,"Peru",203146,453674,2.23
"4648","Tuna Fish","2019",19548853,NA,"Philippines",3886992,6450894,1.65532014472888
"4649","Tuna Fish","2019",19548853,NA,"Portugal",183393,1047571,5.71
"4650","Tuna Fish","2019",19548853,NA,"Romania",10025,19117,1.91
"4651","Tuna Fish","2019",19548853,NA,"Russia",304508,846137,2.77739711271953
"4652","Tuna Fish","2019",19548853,NA,"Samoa",198,2697,13.62
"4653","Tuna Fish","2019",19548853,NA,"South Africa",2680,7065,2.64
"4654","Tuna Fish","2019",19548853,NA,"Spain",460039,2533374,5.51
"4655","Tuna Fish","2019",19548853,NA,"Switzerland",237,5997,25.3048101265823
"4656","Tuna Fish","2019",19548853,NA,"Thailand",4753994,15850555,3.33362416528081
"4657","Tuna Fish","2019",19548853,NA,"Togo",26000,32162,1.24
"4658","Tuna Fish","2019",19548853,NA,"Tonga",42,434,10.3333333333333
"4659","Tuna Fish","2019",19548853,NA,"Ukraine",1003982,2607924,2.59979030500547
"4660","Tuna Fish","2019",19548853,NA,"United States",12497,221556,17.7302008482036
"4661","Tuna Fish","2019",19548853,NA,"Vanuatu",1470,5070,3.45101360544218
"4662","Tuna Fish","2019",19548853,NA,"Vietnam",1123360,3866580,3.43791055405213
"4663","Tuna Fish","2020",18832778,NA,"American Samoa",112868,623526,5.52
"4664","Tuna Fish","2020",18832778,NA,"Australia",1304256,2224955,1.70398752238824
"4665","Tuna Fish","2020",18832778,NA,"Belarus",103918,204698,1.97218306741854
"4666","Tuna Fish","2020",18832778,NA,"Benin",54000,77608,1.44
"4667","Tuna Fish","2020",18832778,NA,"Burkina Faso",1702998,2273920,1.34
"4668","Tuna Fish","2020",18832778,NA,"Canada",572701,3866549,6.75031199526455
"4669","Tuna Fish","2020",18832778,NA,"China",198,319,1.61010101010101
"4670","Tuna Fish","2020",18832778,NA,"Cook Islands",18626,185815,9.97899173198754
"4671","Tuna Fish","2020",18832778,NA,"Costa Rica",549432,3603356,6.56
"4672","Tuna Fish","2020",18832778,NA,"Ecuador",515018,1206366,2.34
"4673","Tuna Fish","2020",18832778,NA,"Fiji",1421298,2477696,1.7478852007109
"4674","Tuna Fish","2020",18832778,NA,"France",13442,24390,1.81
"4675","Tuna Fish","2020",18832778,NA,"Georgia",217148,398861,1.83600530513751
"4676","Tuna Fish","2020",18832778,NA,"Germany",15,105,7
"4677","Tuna Fish","2020",18832778,NA,"Ghana",19113,34306,1.79
"4678","Tuna Fish","2020",18832778,NA,"Hong Kong",1,22,22
"4679","Tuna Fish","2020",18832778,NA,"Ivory Coast",916120,1262040,1.38
"4680","Tuna Fish","2020",18832778,NA,"Japan",739103,10598912,14.3422231948727
"4681","Tuna Fish","2020",18832778,NA,"Kiribati",27,320,11.85
"4682","Tuna Fish","2020",18832778,NA,"Lithuania",95525,170672,1.79
"4683","Tuna Fish","2020",18832778,NA,"Niue",2631,30527,11.6
"4684","Tuna Fish","2020",18832778,NA,"Norfolk Island",850,6315,7.43409411764706
"4685","Tuna Fish","2020",18832778,NA,"Palau",6,418,69.6666666666667
"4686","Tuna Fish","2020",18832778,NA,"Papua New Guinea",19755,37963,1.92105796001012
"4687","Tuna Fish","2020",18832778,NA,"Philippines",1555430,3017967,1.94333509061803
"4688","Tuna Fish","2020",18832778,NA,"Portugal",33484,185778,5.55
"4689","Tuna Fish","2020",18832778,NA,"Russia",107934,238424,2.20878712917153
"4690","Tuna Fish","2020",18832778,NA,"Samoa",4010,106468,26.5468079800499
"4691","Tuna Fish","2020",18832778,NA,"Seychelles",310087,689685,2.22
"4692","Tuna Fish","2020",18832778,NA,"Singapore",103726,242845,2.34
